title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Service history,country
VAUXHALL INSIGNIA,4450,108618,2013,2.8075571177504393,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 5,full,United Kingdom
AUDI A1 SPORTBACK,10802,52153,2017,2.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,Unknown,Germany
VAUXHALL CORSA,4995,103359,2017,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6,Unknown,United Kingdom
FORD KUGA,15000,39579,2020,1.0,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 6,Unknown,United States
FORD FIESTA,2995,89999,2011,2.8075571177504393,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 5,Unknown,United States
RENAULT CLIO,11890,49908,2021,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,Unknown,France
CITROEN C3,10381,33896,2018,2.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,France
MG MG ZS,18365,1,2023,2.8075571177504393,Petrol,SUV,1.5,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
MERCEDES-BENZ E CLASS,11050,66358,2014,5.0,Diesel,Coupe,2.1,Automatic,2.0,4.0,Euro 5,Unknown,Germany
SEAT ATECA,25995,222,2023,2.8075571177504393,Petrol,SUV,1.5,Manual,5.0,5.0,Euro 6,Unknown,Spain
MERCEDES-BENZ A CLASS DIESEL HATCHBACK,12495,62012,2016,1.0,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6,Unknown,Germany
NISSAN QASHQAI,12299,68273,2017,3.0,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 6,Unknown,Japan
VOLKSWAGEN GOLF,12495,48690,2017,2.8075571177504393,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6,Unknown,Germany
NISSAN QASHQAI,12795,68676,2018,2.0,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 6,Unknown,Japan
AUDI A7,10495,82000,2013,4.0,Diesel,Hatchback,3.0,Automatic,5.0,5.0,Euro 5,full,Germany
VAUXHALL CORSA,12699,40105,2021,1.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
RENAULT CLIO,11890,49908,2021,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,Unknown,France
PEUGEOT 208,7180,28491,2015,1.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,Unknown,France
PEUGEOT 3008,7995,63845,2015,2.8075571177504393,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 6,Unknown,France
BMW 1 SERIES,18798,13271,2020,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,Unknown,Germany
FIAT 500,11495,20000,2022,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,4.0,Euro 6,Unknown,Italy
DACIA SANDERO STEPWAY,5490,49432,2014,2.8075571177504393,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 5,full,Romania
VAUXHALL ASTRA,6850,100569,2018,1.0,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
RENAULT GRAND SCENIC,4000,73000,2011,2.0,Diesel,MPV,1.5,Automatic,5.0,7.0,Euro 5,full,France
TOYOTA YARIS,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5,Automatic,5.0,5.0,Euro 6,Unknown,Japan
VOLKSWAGEN T-CROSS,17670,14385,2021,1.0,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6,full,Germany
BMW 4 SERIES,11495,120000,2016,2.8075571177504393,Diesel,Coupe,2.0,Automatic,2.0,4.0,Euro 6,Unknown,Germany
BMW 3 SERIES,23220,36795,2020,1.0,Diesel Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6,Unknown,Germany
ABARTH 595,11699,42237,2018,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 6,Unknown,Italy
VAUXHALL MOKKA,4600,121910,2013,1.0,Diesel,SUV,1.7,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
FORD ECOSPORT HATCHBACK,11990,36046,2018,2.0,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6,Unknown,United States
HYUNDAI TUCSON,12500,45540,2018,1.0,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6,Unknown,South Korea
VAUXHALL ASTRA,5300,57379,2015,3.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
FORD KUGA,21798,12080,2020,2.8075571177504393,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 6,Unknown,United States
NISSAN MICRA,10999,30845,2020,1.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,full,Japan
AUDI A6,25000,34364,2019,1.0,Diesel,Estate,2.0,Automatic,5.0,5.0,Euro 6,Unknown,Germany
TOYOTA AYGO,1795,110000,2006,4.0,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 4,Unknown,Japan
RENAULT CLIO,11890,49908,2021,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,Unknown,France
MERCEDES-BENZ A CLASS,12995,38000,2013,1.0,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 6,Unknown,Germany
RENAULT CLIO,9290,29264,2018,1.0,Petrol,Hatchback,0.9,Manual,5.0,5.0,Euro 6,Unknown,France
VOLKSWAGEN PASSAT,13150,65641,2019,1.0,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 6,Unknown,Germany
DACIA LOGAN MCV,9995,36588,2019,2.8075571177504393,Diesel,Estate,1.5,Manual,5.0,5.0,Euro 6,Unknown,Romania
CITROEN C3 AIRCROSS,14436,16983,2021,1.0,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6,Unknown,France
RENAULT KOLEOS,16995,38252,2018,2.0,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 6,full,France
HYUNDAI I10,7290,42040,2017,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,Unknown,South Korea
PEUGEOT 208 PURETECH ACTIVE PREMIUM S/S HATCHBACK,14150,21777,2022,1.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,France
TOYOTA AYGO,1795,110000,2006,4.0,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 4,Unknown,Japan
RENAULT CLIO,11890,49908,2021,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,Unknown,France
VOLKSWAGEN POLO,15970,11500,2021,1.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,full,Germany
AUDI A6,15799,84292,2018,2.0,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6,Unknown,Germany
VAUXHALL CORSA,13999,13315,2020,1.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,full,United Kingdom
VAUXHALL CROSSLAND X,12399,16497,2020,1.0,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
RENAULT CLIO,14499,24424,2022,1.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,full,France
NISSAN JUKE,9799,33371,2017,2.0,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6,Unknown,Japan
MERCEDES-BENZ A-CLASS,17000,44956,2019,1.0,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 6,Unknown,Germany
MINI HATCH,4395,63500,2008,2.0,Petrol,Hatchback,1.6,Automatic,3.0,4.0,Euro 4,Unknown,United Kingdom
DACIA DUSTER ESTATE,14899,10424,2022,1.0,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6,Unknown,Romania
MINI HATCH,16900,19385,2021,1.0,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6,Unknown,United Kingdom
VOLKSWAGEN T-CROSS,17670,14385,2021,1.0,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6,full,Germany
NISSAN QASHQAI,14990,45774,2020,2.8075571177504393,Petrol,SUV,1.3,Automatic,5.0,5.0,Euro 6,Unknown,Japan
MERCEDES-BENZ E CLASS,5850,102000,2013,3.0,Diesel,Saloon,2.1,Manual,4.0,5.0,Euro 5,full,Germany
CITROEN C3 PICASSO,7995,32947,2017,2.8075571177504393,Diesel,MPV,1.6,Manual,5.0,5.0,Euro 6,Unknown,France
VAUXHALL CORSA,6995,48890,2015,2.8075571177504393,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
JAGUAR XE,16950,23982,2016,2.0,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6,Unknown,United Kingdom
RENAULT CAPTUR,9195,57005,2017,2.0,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 6,Unknown,France
VAUXHALL CORSA,10999,6669,2019,1.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
VOLKSWAGEN GOLF DIESEL HATCHBACK,6588,73500,2011,2.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,full,Germany
NISSAN QASHQAI,8490,73010,2014,2.0,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 5,Unknown,Japan
VOLKSWAGEN POLO,13170,17422,2019,2.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,full,Germany
VOLKSWAGEN BEETLE,10995,77250,2013,2.0,Petrol,Convertible,1.4,Manual,2.0,4.0,Euro 5,full,Germany
MERCEDES-BENZ C CLASS,2495,135000,2007,2.8075571177504393,Diesel,Estate,2.1,Automatic,5.0,5.0,Euro 4,Unknown,Germany
VOLKSWAGEN T-CROSS,17670,14385,2021,1.0,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6,full,Germany
VOLKSWAGEN POLO,15970,11500,2021,1.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,full,Germany
LAND ROVER DISCOVERY 4,15500,111643,2015,4.0,Diesel,SUV,3.0,Automatic,5.0,7.0,Euro 5,Unknown,United Kingdom
AUDI Q2 ESTATE,16995,39950,2017,1.0,Petrol,SUV,1.4,Manual,5.0,5.0,Euro 6,Unknown,Germany
AUDI Q3,11490,100000,2015,2.8075571177504393,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 6,Unknown,Germany
FORD FIESTA,5495,67000,2014,2.8075571177504393,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,full,United States
VOLKSWAGEN POLO,7995,53727,2016,1.0,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6,Unknown,Germany
FIAT 500X,12995,20704,2019,2.0,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6,Unknown,Italy
RENAULT MEGANE,12299,36000,2019,2.0,Petrol,Estate,1.3,Manual,5.0,5.0,Euro 6,full,France
VOLKSWAGEN SCIROCCO DIESEL COUPE,11289,67202,2016,1.0,Diesel,Hatchback,2.0,Manual,3.0,4.0,Euro 6,full,Germany
NISSAN JUKE,11000,45462,2019,1.0,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6,full,Japan
JAGUAR XJ,8490,50679,2006,5.0,Diesel,Saloon,2.7,Automatic,4.0,5.0,Euro 4,Unknown,United Kingdom
HYUNDAI TUCSON,12999,26286,2018,1.0,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6,Unknown,South Korea
MERCEDES-BENZ C CLASS,15500,84400,2014,5.0,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 6,full,Germany
VAUXHALL INSIGNIA GRAND SPORT,11795,41887,2017,2.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
VAUXHALL MOKKA X,10999,44728,2018,2.0,Petrol,SUV,1.4,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
BMW 1 SERIES,16099,47964,2017,1.0,Petrol,Hatchback,1.5,Automatic,5.0,5.0,Euro 6,Unknown,Germany
VOLKSWAGEN PASSAT,13199,62000,2018,1.0,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6,Unknown,Germany
VOLKSWAGEN SHARAN,4575,160291,2005,1.0,Diesel,MPV,1.9,Manual,5.0,7.0,Euro 4,full,Germany
CITROEN C3,10256,31595,2018,2.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,full,France
BMW 2 SERIES,17599,26607,2019,2.8075571177504393,Petrol,Coupe,1.5,Automatic,2.0,4.0,Euro 6,Unknown,Germany
TOYOTA YARIS,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5,Automatic,5.0,5.0,Euro 6,Unknown,Japan
BMW 2 SERIES DIESEL GRAN TOURER,14447,60459,2016,3.0,Diesel,MPV,2.0,Manual,5.0,7.0,Euro 6,Unknown,Germany
VAUXHALL CORSA,13999,8720,2021,1.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
RENAULT CLIO,13499,28688,2022,1.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,full,France
MERCEDES-BENZ A CLASS,17899,55461,2019,2.0,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 6,Unknown,Germany
CITROEN GRAND C4 PICASSO,7790,80861,2016,2.0,Diesel,MPV,1.6,Manual,5.0,7.0,Euro 6,Unknown,France
PEUGEOT 208,16899,7794,2020,1.0,Petrol,Hatchback,1.2,Automatic,5.0,5.0,Euro 6,Unknown,France
VAUXHALL CORSA,8799,39065,2019,3.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6,Unknown,United Kingdom
BMW 1 SERIES,7500,128000,2012,3.0,Diesel,Hatchback,2.0,Automatic,5.0,5.0,Euro 5,Unknown,Germany
RENAULT MEGANE,4400,36063,2012,2.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,full,France
RENAULT GRAND SCENIC,4000,73000,2011,2.0,Diesel,MPV,1.5,Automatic,5.0,7.0,Euro 5,full,France
TOYOTA AYGO,10700,16420,2019,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 6,Unknown,Japan
CITROEN C3,10998,22506,2019,2.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,France
BMW 1 SERIES,9995,97000,2016,2.0,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 6,Unknown,Germany
CITROEN C3,4700,50000,2013,2.8075571177504393,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,France
NISSAN JUKE,11000,45462,2019,1.0,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6,full,Japan
VOLKSWAGEN GOLF,8995,72400,2015,2.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,Germany
MINI HATCH,9299,58700,2013,2.0,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
SEAT IBIZA,17899,18746,2022,1.0,Petrol,Hatchback,1.0,Automatic,5.0,5.0,Euro 6,Unknown,Spain
VOLKSWAGEN POLO,10498,34133,2016,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,Unknown,Germany
TOYOTA AYGO,10700,16420,2019,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 6,Unknown,Japan
VAUXHALL CROSSLAND X HATCHBACK,10999,26000,2019,1.0,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
FORD FOCUS DIESEL HATCHBACK,15999,21000,2020,1.0,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6,Unknown,United States
MERCEDES-BENZ GLE CLASS,33900,92000,2019,1.0,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 6,Unknown,Germany
MAZDA MAZDA6 TOURER,23910,23178,2020,1.0,Petrol,Estate,2.5,Automatic,5.0,5.0,Euro 6,Unknown,Japan
PEUGEOT 108,8695,25846,2018,1.0,Petrol,Hatchback,1.2,Manual,5.0,4.0,Euro 6,Unknown,France
VAUXHALL CROSSLAND X,13499,19632,2020,1.0,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6,full,United Kingdom
HYUNDAI I20,1850,105472,2009,4.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,South Korea
TOYOTA AYGO,10700,16420,2019,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 6,Unknown,Japan
MINI HATCH COOPER,6995,57237,2014,2.0,Diesel,Hatchback,1.5,Manual,3.0,4.0,Euro 6,Unknown,United Kingdom
MG MG ZS,18515,1,2023,2.8075571177504393,Petrol,SUV,1.5,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
FORD FIESTA,10883,26451,2017,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,Unknown,United States
KIA SPORTAGE ESTATE,15862,29246,2019,2.0,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6,Unknown,South Korea
BMW 5 SERIES,12999,85000,2014,2.0,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6,Unknown,Germany
VOLVO V60,9990,70325,2016,3.0,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 6,full,Sweden
BMW X3 SERIES,28240,45155,2019,1.0,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 6,Unknown,Germany
FORD FIESTA,7695,44500,2016,2.8075571177504393,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 6,full,United States
AUDI Q5,9990,96000,2012,2.0,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 5,Unknown,Germany
VAUXHALL CORSA,13995,6461,2020,1.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
TOYOTA YARIS,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5,Automatic,5.0,5.0,Euro 6,Unknown,Japan
BMW 2 SERIES,17599,26607,2019,2.8075571177504393,Petrol,Coupe,1.5,Automatic,2.0,4.0,Euro 6,Unknown,Germany
LAND ROVER RANGE ROVER SPORT,25995,36363,2015,2.8075571177504393,Diesel,SUV,3.0,Automatic,5.0,5.0,Euro 5,Unknown,United Kingdom
CITROEN C3 AIRCROSS,9500,49047,2018,2.0,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 6,Unknown,France
FORD FIESTA,10699,41485,2020,1.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,full,United States
VOLKSWAGEN CADDY MAXI LIFE,8995,119842,2014,2.8075571177504393,Diesel,MPV,1.6,Automatic,5.0,7.0,Euro 5,Unknown,Germany
JEEP RENEGADE,10300,61000,2015,2.0,Petrol,SUV,1.4,Manual,5.0,5.0,Euro 6,Unknown,United States
KIA XCEED HATCHBACK,18499,4000,2021,1.0,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6,Unknown,South Korea
VAUXHALL CROSSLAND X,13599,17782,2020,1.0,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6,full,United Kingdom
VAUXHALL ASTRA,10600,30407,2019,1.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
NISSAN QASHQAI,14999,30287,2019,1.0,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 6,Unknown,Japan
PEUGEOT 508,17999,58256,2021,2.0,Petrol,Estate,1.6,Automatic,5.0,5.0,Euro 6,Unknown,France
BMW 2 SERIES,17599,26607,2019,2.8075571177504393,Petrol,Coupe,1.5,Automatic,2.0,4.0,Euro 6,Unknown,Germany
MINI HATCH,11999,33156,2018,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,full,United Kingdom
RENAULT CLIO,500,138061,2007,5.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,Unknown,France
FORD FOCUS,750,124512,2007,3.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
BMW 3 SERIES,2999,118000,2008,2.8075571177504393,Diesel,Convertible,3.0,Automatic,2.0,4.0,Euro 4,Unknown,Germany
SEAT IBIZA,400,120842,2010,4.0,Diesel,Hatchback,1.2,Manual,3.0,5.0,Euro 5,Unknown,Spain
FORD FIESTA,499,111875,2007,4.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,Unknown,United States
PEUGEOT 307 CC,700,114053,2006,1.0,Petrol,Convertible,1.6,Manual,2.0,4.0,Euro 4,Unknown,France
MAZDA MX-5,799,131848,2004,4.0,Petrol,Convertible,1.8,Manual,2.0,2.0,Euro 3,Unknown,Japan
FIAT STILO,640,71000,2004,2.8075571177504393,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,Italy
FORD KA,700,70321,2008,6.0,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 4,Unknown,United States
VAUXHALL CORSA,850,92000,2009,3.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
TOYOTA VERSO,1575,118000,2010,3.0,Diesel,MPV,2.0,Manual,5.0,7.0,Euro 5,Unknown,Japan
MINI HATCH,11999,33156,2018,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,full,United Kingdom
MINI CONVERTIBLE,1000,93552,2004,4.0,Petrol,Convertible,1.6,Manual,2.0,4.0,Euro 4,Unknown,United Kingdom
AUDI A4,950,127000,2009,5.0,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 4,Unknown,Germany
RENAULT CLIO,800,103200,2008,3.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,France
PEUGEOT 206,950,62694,2005,4.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 3,Unknown,France
PEUGEOT 207,1990,81000,2012,4.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,France
RENAULT TWINGO,1695,66700,2008,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 4,Unknown,France
PEUGEOT 207,1500,48000,2008,3.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,France
VAUXHALL CORSA,1000,99513,2008,3.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
MITSUBISHI OUTLANDER,795,98000,2012,5.0,Diesel,SUV,2.2,Manual,5.0,7.0,Euro 5,Unknown,Japan
HYUNDAI COUPE,1495,64000,2005,2.8075571177504393,Petrol,Coupe,1.6,Manual,3.0,4.0,Euro 3,Unknown,South Korea
HONDA CIVIC,699,159630,2004,1.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 3,Unknown,Japan
PEUGEOT 208,2990,91000,2014,2.0,Diesel,Hatchback,1.4,Manual,3.0,5.0,Euro 5,Unknown,France
AUDI A6 ALLROAD,595,174009,2003,1.0,Diesel,Estate,2.5,Automatic,5.0,5.0,Euro 4,Unknown,Germany
PEUGEOT 207,945,89500,2011,5.0,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 5,Unknown,France
VAUXHALL ZAFIRA,1500,77175,2006,3.0,Petrol,MPV,1.8,Manual,5.0,7.0,Euro 4,Unknown,United Kingdom
SKODA OCTAVIA,799,117072,2005,4.0,Diesel,Hatchback,1.9,Manual,5.0,5.0,Euro 4,Unknown,Czech Republic
VAUXHALL TIGRA,800,99464,2008,5.0,Petrol,Convertible,1.4,Manual,2.0,2.0,Euro 4,Unknown,United Kingdom
SEAT TOLEDO,700,168870,2001,1.0,Diesel,Saloon,1.9,Manual,4.0,5.0,Euro 2,Unknown,Spain
BMW X5,4495,115000,2007,2.8075571177504393,Diesel,SUV,3.0,Automatic,5.0,5.0,Euro 4,Unknown,Germany
VAUXHALL CORSA,2789,135000,2015,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6,Unknown,United Kingdom
VOLKSWAGEN JETTA,6698,61637,2013,2.8075571177504393,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 5,Unknown,Germany
VAUXHALL CORSA,1000,78648,2005,1.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
VOLKSWAGEN POLO,2999,121639,2010,3.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,Unknown,Germany
FIAT PUNTO EVO,1989,75000,2010,4.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,Unknown,Italy
VAUXHALL ASTRA,450,115000,2005,2.8075571177504393,Diesel,Hatchback,1.7,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
VAUXHALL ASTRA,875,175000,2010,5.0,Diesel,Hatchback,1.7,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
VAUXHALL ASTRA,1990,64000,2010,5.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
FORD STREETKA,990,91000,2003,8.0,Petrol,Convertible,1.6,Manual,2.0,2.0,Euro 4,Unknown,United States
MINI HATCH,2490,111000,2010,6.0,Diesel,Hatchback,1.6,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
VAUXHALL CORSA,1548,86786,2009,2.8075571177504393,Diesel,Hatchback,1.3,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
MAZDA MAZDA3,999,129000,2005,2.8075571177504393,Petrol,Hatchback,2.0,Manual,5.0,5.0,Euro 4,Unknown,Japan
MITSUBISHI OUTLANDER,795,98000,2012,5.0,Diesel,SUV,2.2,Manual,5.0,7.0,Euro 5,Unknown,Japan
PEUGEOT 308,9149,55301,2016,2.8075571177504393,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,France
NISSAN QASHQAI+2,1895,129100,2013,6.0,Diesel,SUV,1.5,Manual,5.0,7.0,Euro 5,Unknown,Japan
AUDI A3,850,142900,2008,2.8075571177504393,Diesel,Hatchback,1.9,Manual,5.0,5.0,Euro 4,Unknown,Germany
KIA RIO,2990,26000,2010,1.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,South Korea
FORD FIESTA,1295,116000,2007,3.0,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4,Unknown,United States
VAUXHALL INSIGNIA,1495,168100,2013,4.0,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
TOYOTA VERSO,1575,118000,2010,3.0,Diesel,MPV,2.0,Manual,5.0,7.0,Euro 5,Unknown,Japan
CITROEN C3 PICASSO,1995,106583,2010,2.8075571177504393,Diesel,MPV,1.6,Manual,5.0,5.0,Euro 5,Unknown,France
VAUXHALL ADAM,1295,70984,2013,8.0,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
VAUXHALL ASTRA,2499,100000,2015,4.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
PEUGEOT 208,2199,100000,2014,4.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,Unknown,France
PEUGEOT 207,1990,81000,2012,4.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,France
VAUXHALL ZAFIRA TOURER,13399,42847,2017,2.8075571177504393,Diesel,MPV,2.0,Manual,5.0,7.0,Euro 6,Unknown,United Kingdom
SUZUKI SWIFT,10707,11589,2020,1.0,Petrol Hybrid,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,Japan
FORD FIESTA,1490,104000,2005,5.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,United States
MERCEDES-BENZ E CLASS,2994,135000,2011,2.8075571177504393,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 5,Unknown,Germany
